Asset Group,Class,Category,defect
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), جهاز كشف الدخان,فقدان احد الاجزاء 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), سلة نفايات,نظافة 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), سلة نفايات,تلف
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), صمام عمودي,تلف
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), صمام عمودي,فقد
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), صمام عمودي,تسريب
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), صمام عمودي,تلف
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), صمام عمودي,فقد
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), صمام عمودي,تسريب
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), خزان الصرف الصحي,طفح
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), خزان الصرف الصحي,رائحة كريهة
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), خزان الصرف الصحي,طفح
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), خزان الصرف الصحي,رائحة كريهة
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), مضخة المياه,تلف
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), مضخة المياه,فقد
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), مضخة المياه,تسريب
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), خزان المياه,فارغ
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), خزان المياه,تسريب 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), خزان المياه,تلف احد المكونات 
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو),المواضيء,انقطاع المياه
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو),المواضيء,نظافة 
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو),المواضيء,طفح
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو),المواضيء,تسريب
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو),المواضيء,انقطاع المياه
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو),المواضيء,نظافة 
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو),المواضيء,طفح
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو),المواضيء,تسريب
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو),صنابير المياه,تلف
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو),صنابير المياه,فقد
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو),صنابير المياه,انقطاع المياه
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو),صنابير المياه,تسريب
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو),صنابير المياه,تلف
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو),صنابير المياه,فقد
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو),صنابير المياه,انقطاع المياه
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو),صنابير المياه,تسريب
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), مرحاض عربي,تلف
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), مرحاض عربي,مفقود
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), مرحاض عربي,انسداد
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), مرحاض عربي,نظافة 
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), مرحاض عربي,طفح
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), مرحاض عربي,تلف
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), مرحاض عربي,مفقود
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), مرحاض عربي,انسداد
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), مرحاض عربي,نظافة 
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), مرحاض عربي,طفح
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), لوحة التوزيع الفرعية,مفقود
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), لوحة التوزيع الفرعية,لا يعمل
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), لوحة التوزيع الفرعية,إنقطاع الكهرباء
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), لوحة التوزيع الفرعية,فقدان احد المكونات 
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), لوحة التوزيع الفرعية,تلف احد المكونات 
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), لوحة التوزيع الفرعية,التماس كهربائي 
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), لوحة التوزيع الفرعية,حريق 
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), لوحة التوزيع الفرعية,مفقود
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), لوحة التوزيع الفرعية,لا يعمل
